02.11.08 21:08:26	194.79.21.133	LAK130	4.4	2.2	9.68	13.2	0	0	0	0	2042	211
02.11.08 21:09:41	194.79.21.133	LAK180	4.4	2.3	10.12	13.4	0	0	1	0	2318	229
02.11.08 21:11:58	194.79.21.133	LAK130	5.5	2.2	12.1	15.4	7	0	1	0	2674	221
02.11.08 21:13:11	194.79.21.133	LAK130	4.4	2.3	10.12	13.4	7	0	1	0	2551	252
02.11.08 21:13:34	194.79.21.133	LAK130	4.4	2.3	10.12	13.4	0	0	1	0	2166	214
10.11.08 09:40:59	91.206.110.6	LAK180	2	2	4	8	7	5	1	0	1967	492
11.11.08 08:47:35	78.111.182.194	LAK130	1.71	1.47	2.5137	6.36	0	0	0	1	842	335
12.11.08 19:35:28	94.248.23.94	LAK130	6	5	30	22	0	0	0	0	5503	183
21.11.08 22:10:27	91.206.110.6	LAK180	3.5	2.2	7.7	11.4	10	0	1	0	2328	302
23.11.08 01:44:48	91.206.110.6	LAK180	3.5	2.2	7.7	11.4	8	0	0	0	2171	282
23.11.08 18:22:03	91.199.115.99	MAT200	7,5	2,5	14	18	1	0	0	0	2703	193
23.11.08 18:23:56	91.199.115.99	MET	7,5	2,5	14	18	2	2	0	0	3791	271
23.11.08 18:24:26	91.199.115.99	MAT200C	7,5	2,5	14	18	2	2	0	0	2993	214
24.11.08 10:34:23	93.180.215.85	LAK130	1	1	1	4	0	0	0	0	358	358
24.11.08 10:34:45	93.180.215.85	LAK130	1.2	2.89	3.468	8.18	0	0	0	0	961	277
24.11.08 10:35:03	93.180.215.85	LAK130	5.2	2.89	15.028	16.18	0	0	0	0	3009	200
24.11.08 10:35:21	93.180.215.85	LAK130	4	4	16	16	0	0	0	0	3056	191
24.11.08 10:35:32	93.180.215.85	LAK130	5	5	25	20	0	0	0	0	4712	188
24.11.08 10:35:43	93.180.215.85	LAK130	6	6	36	24	0	0	0	0	6723	187
24.11.08 13:59:27	217.175.86.145	LAK130	4.73	2.12	10.0276	13.7	1	0	0	0	2272	227
25.11.08 19:44:33	213.227.230.204	LAK130	7,5	2,5	14	18	1	0	0	0	3107	222
27.11.08 11:12:21	92.113.8.16	LAK180	5	6	30	22	5	3	0	1	6768	226
