01.12.16 07:09:39	176.8.145.144	lac_eco_320c	15	16	4	0		0	0	0	0	0	174.36	11.6	4544	26.06
01.12.16 07:10:37	176.8.145.144	lac_std_c	15	16	4	0		0	0	0	0	0	179.76	12	4685	26.06
01.12.16 09:14:55	176.8.145.144	lac_eco_320c	8.1	11.6	4	1		0	0	0	0	0	109.14	13.5	2844	26.06
01.12.16 09:15:08	176.8.145.144	lac_eco_320c	7.8	11.4	4	1		0	0	0	0	0	106.176	13.6	2767	26.06
01.12.16 09:15:53	176.8.145.144	lac_eco_320c	7.8	11.4	4	1		0	0	0	0	0	106.176	13.6	2767	26.06
01.12.16 09:16:04	176.8.145.144	lac_eco_320c	7.8	11.4	4	1		0	0	11.4	0	0	122.592	15.7	3195	26.06
01.12.16 09:16:29	176.8.145.144	lac_std_c	7.8	11.4	4	1		0	0	11.4	0	0	125.4	16.1	3268	26.06
01.12.16 12:34:31	176.8.145.144	lac_eco_320c	10	13	4	1		0	0	0	0	0	128.28	12.8	3343	26.06
01.12.16 13:01:12	176.8.145.144	lac_eco_320c	13.2	14.5	4	1		0	7.9	0	0	0	215.028	16.3	5604	26.06
01.12.16 13:02:23	176.8.145.144	lac_eco_320c	13.2	14.5	4	1		0	7.9	14.5	0	0	235.908	17.9	6148	26.06
02.12.16 05:17:09	188.163.64.13	lac_eco_320c	9	12	4	0		0	0	12	0	0	132.36	14.7	3449	26.06
02.12.16 09:14:55	176.8.145.144	lac_ren_c	21.3	18.7	6	1		0	0	0	0	0	528.492	24.8	13773	26.06
02.12.16 09:16:31	176.8.145.144	lac_eco_500c	21.3	18.7	6	1		0	0	0	0	0	308.676	14.5	8044	26.06
02.12.16 09:16:46	176.8.145.144	lac_eco_320c	21.3	18.7	6	1		0	0	0	0	0	239.664	11.3	6246	26.06
02.12.16 09:20:35	176.8.145.144	lac_std_c	21.3	18.7	6	1		0	0	0	0	0	247.332	11.6	6445	26.06
02.12.16 09:23:29	176.8.145.144	lac_ren_c	21.3	18.7	6	1		0	0	0	0	0	528.492	24.8	13773	26.06
02.12.16 09:27:29	176.8.145.144	lac_eco_500c	21.3	18.7	6	1		0	0	0	0	0	308.676	14.5	8044	26.06
02.12.16 11:12:10	176.8.145.144	lac_eco_320c	5.2	8.22		1		0	8.22	8.22	0	0	139.8888	26.9	3646	26.06
02.12.16 11:12:36	176.8.145.144	lac_eco_320c	3.3	7.33	4	0		0	0	7.33	0	0	68.6772	20.8	1790	26.06
02.12.16 12:03:56	176.8.145.144	lac_eco_320c	16.4	19	4	0		0	15.4	19	0	0	336.696	20.5	8774	26.06
02.12.16 12:04:03	176.8.145.144	lac_eco_320c	16.4	19	4	0		0	15.4	0	0	0	304.776	18.6	7942	26.06
02.12.16 12:04:39	176.8.145.144	lac_eco_320c	16.4	19	4	0		0	15.4	0	0	0	304.776	18.6	7942	26.06
02.12.16 12:04:59	176.8.145.144	lac_eco_320c	2.6	9.7	4	0		0	6	9.7	0	0	114.444	44	2982	26.06
02.12.16 12:05:40	176.8.145.144	lac_eco_320c	8.35	27.2	6	0		0	12.2	27.2	0	0	283.614	34	7391	26.06
02.12.16 19:07:05	91.239.137.226	mat_eco_500c	8	12	4	1		0	0	0	0	0	141.12	17.6	3678	26.06
02.12.16 19:07:16	91.239.137.226	mat_eco_320c	8	12	4	1		0	0	0	0	0	112.32	14	2927	26.06
02.12.16 19:07:41	91.239.137.226	lac_eco_130c	8	12	4	1		0	0	0	0	0	102.72	12.8	2677	26.06
02.12.16 19:07:48	91.239.137.226	lac_eco_320c	8	12	4	1		0	0	0	0	0	109.44	13.7	2852	26.06
02.12.16 20:07:17	91.239.137.226	art	8	12	4	1		0	0	0	0	0	179.52	22.4	4678	26.06
03.12.16 09:40:15	91.239.137.226	mat_eco_320c	8	12	4	1		0	0	0	0	0	112.32	14	2927	26.06
03.12.16 12:15:33	94.179.217.169	lac_eco_320c	12	14	4	0		0	0	0	0	0	144.72	12.1	3771	26.06
03.12.16 12:15:39	94.179.217.169	lac_eco_320c	12	14	4	1		0	0	0	0	0	147.12	12.3	3834	26.06
03.12.16 17:02:28	188.29.165.227	lac_eco_320c	12	14	4	0	8	1	0	0	0	0	187.92	15.7	4897	26.06
03.12.16 17:02:39	188.29.165.227	lac_eco_320c	12	14	4	0		0	0	0	0	0	144.72	12.1	3771	26.06
03.12.16 17:02:54	188.29.165.227	mat_eco_500c	12	14	4	0		0	0	0	0	0	192.24	16	5010	26.06
03.12.16 18:10:59	194.50.254.168	sat_eco_320с	12	14	4	0	0	0	0	0	0	0	149.04	12.4	3884	26.06
03.12.16 18:59:55	91.229.101.37	sat_eco_320с	18.4	17.4	4	1		0	0	0	0	0	214.584	11.7	5592	26.06
03.12.16 19:01:55	91.229.101.37	lac_eco_500c	18.4	17.4	4	1		0	0	0	0	0	267.576	14.5	6973	26.06
03.12.16 19:03:27	91.229.101.37	mat_eco_320c	18.4	17.4	4	1		0	0	0	0	0	214.584	11.7	5592	26.06
05.12.16 09:59:52	176.8.145.144	lac_eco_320c	2.7	6.6	4	0	2	1	0	6.6	0	0	73.428	27.2	1914	26.06
05.12.16 10:03:17	176.8.145.144	lac_eco_320c	2.7	6.6	4	0	2	1	0	6.6	0	0	73.428	27.2	1914	26.06
05.12.16 10:04:20	176.8.145.144	lac_eco_320c	2.7	6.6	4	0	4	1	0	6.6	0	0	83.028	30.8	2164	26.06
05.12.16 10:13:04	176.8.145.144	lac_eco_320c	188.44	54.9	16	1		0	0	0	0	0	1707.3816	9.1	44494	26.06
05.12.16 12:17:46	176.8.145.144	lac_eco_320c	16.4	16.8	4	1		0	0	16.8	0	0	214.416	13.1	5588	26.06
05.12.16 12:18:59	176.8.145.144	lac_eco_320c	16.4	16.8	4	1		0	0	16.8	0	0	214.416	13.1	5588	26.06
05.12.16 19:10:03	194.50.254.170	lac_eco_500c	11.2	13.8	4	1		0	0	0	0	0	176.424	15.8	4598	26.06
05.12.16 19:10:37	194.50.254.170	mat_eco_320c	11.2	13.8	4	1		0	0	0	0	0	144.168	12.9	3757	26.06
05.12.16 19:10:54	194.50.254.170	lac_ren_c	11.2	13.8	4	1		0	0	0	0	0	292.008	26.1	7610	26.06
05.12.16 19:11:09	194.50.254.170	photo_sky	11.2	13.8	4	1		0	0	0	0	0	251.688	22.5	6559	26.06
05.12.16 19:11:22	194.50.254.170	lac_std_c	11.2	13.8	4	1		0	0	0	0	0	144.168	12.9	3757	26.06
06.12.16 03:33:31	37.73.250.215	lac_eco_320c	21	20	4	0		0	0	0	0	0	233.64	11.1	6089	26.06
06.12.16 09:39:11	93.79.182.170	lac_std_c	6	9.9	4	0		0	0	9.9	0	0	101.58	16.9	2647	26.06
06.12.16 09:39:51	93.79.182.170	lac_std_c	6	9.9	4	0		0	0	0	0	0	87.324	14.6	2276	26.06
06.12.16 12:10:47	176.8.145.144	lac_eco_320c	24	20	4	0		0	0	0	0	0	257.76	10.7	6717	26.06
06.12.16 12:15:52	176.8.145.144	lac_eco_500c	24	20	4	0		0	0	0	0	0	335.52	14	8744	26.06
07.12.16 10:21:19	176.8.145.144	lac_eco_320c	16.4	16.2	4	1		0	0	0	0	0	188.568	11.5	4914	26.06
07.12.16 11:24:41	176.8.145.144	lac_eco_320c	6.2	9.9	4	1		0	0	9.9	0	0	105.804	17.1	2757	26.06
07.12.16 12:36:40	176.8.145.144	lac_eco_320c	5.9	14	4	0		0	0	14	0	0	115.836	19.6	3019	26.06
07.12.16 13:07:23	176.8.145.144	lac_eco_320c	17.3	17.15	5	1		3	0	17.15	0	0	239.922	13.9	6252	26.06
07.12.16 13:11:27	176.8.145.144	lac_eco_320c	3.1	6.3	0	0		0	6.3	0	0	0	87.672	28.3	2285	26.06
07.12.16 13:32:27	176.8.145.144	lac_eco_320c	8.4	11.5	6	1		0	0	11.5	0	0	132.636	15.8	3456	26.06
07.12.16 13:33:06	176.8.145.144	lac_eco_320c	8.4	11.5	6	1		0	1	11.5	0	0	139.836	16.6	3644	26.06
07.12.16 13:34:25	176.8.145.144	lac_eco_320c	6.3	42.8	26	0		0	0	42.8	0	0	292.812	46.5	7631	26.06
07.12.16 13:35:49	176.8.145.144	lac_eco_320c	6.3	42.8	26	0		0	9.2	42.8	0	0	359.052	57	9357	26.06
07.12.16 13:37:03	176.8.145.144	lac_eco_320c	0.5	3.7	6	0		0	0	3.7	0	0	38.3	76.6	998	26.06
07.12.16 13:37:25	176.8.145.144	transp	0.5	3.7	6	0		0	0	3.7	0	0	41.95	83.9	1093	26.06
07.12.16 13:37:51	176.8.145.144	transp	0.5	3.7	6	0		0	0	3.7	0	0	41.95	83.9	1093	26.06
07.12.16 13:38:02	176.8.145.144	transp	6.3	42.8	26	0		0	9.2	42.8	0	0	414.24	65.8	10795	26.06
07.12.16 13:39:06	176.8.145.144	lac_eco_320c	2.2	7.2	4	0	3	0	0	7.2	0	0	71.928	32.7	1874	26.06
07.12.16 13:40:59	176.8.145.144	lac_eco_320c	3.8	7.8	4	0		0	0	7.8	0	0	72.912	19.2	1900	26.06
