01.06.09 19:20:03	91.124.112.217	MATUKR	3	8	4	0		0	0	0	0	117.8	39.3	898	7.62
01.06.09 19:20:24	91.124.112.217	MATUKR	17	17	4	0		0	0	0	0	339.2	20	2585	7.62
02.06.09 10:26:45	95.135.36.78	METAL	11	22	4	0		0	0	0	0	518	47.1	3947	7.62
02.06.09 10:27:07	95.135.36.78	PEARL	11	22	4	0		0	0	0	0	518	47.1	3947	7.62
02.06.09 10:27:18	95.135.36.78	MATUKR	11	22	4	0		0	0	0	0	293.6	26.7	2237	7.62
02.06.09 10:27:33	95.135.36.78	LAK	11	22	4	0		0	0	0	0	430	39.1	3277	7.62
02.06.09 14:39:16	194.79.21.147	SKY	12	14	3	0	5	3	1	0	0	613	51.1	4671	7.62
02.06.09 14:39:17	194.79.21.147	SKY	12	14	3	0	5	3	1	1	0	655	54.6	4991	7.62
02.06.09 14:39:18	194.79.21.147	SKY	12	14	3	0	5	3	1	1	0	655	54.6	4991	7.62
02.06.09 14:39:42	194.79.21.147	SKY	12	14	3	0	5	3	1	0	0	613	51.1	4671	7.62
04.06.09 12:49:41	95.135.109.93	MATUKR	100	40	4	1		0	0	1	0	1734	17.3	13178	7.6
04.06.09 12:50:03	95.135.109.93	LAK	100	40	4	1		0	0	1	0	3098	31	23545	7.6
04.06.09 12:50:20	95.135.109.93	SUEDE	100	40	4	1		0	0	1	0	4198	42	31905	7.6
04.06.09 15:34:55	95.135.109.93	MATUKR	11	14	4	0		0	0	0	0	276.6	25.1	2102	7.6
04.06.09 15:35:04	95.135.109.93	LAK	11	14	4	0		0	0	0	0	413	37.5	3139	7.6
04.06.09 15:35:11	95.135.109.93	LAK	11	14	4	0		0	0	0	0	385	35	2926	7.6
05.06.09 17:22:45	95.135.12.115	LAK	11	17	4	0	14	1	0	0	0	550	50	4180	7.6
07.06.09 15:12:54	80.93.116.194	MATUKR	16	17	20	2	0	0	1.5	0	0	434.6	27.2	3303	7.6
07.06.09 15:13:11	80.93.116.194	MATUKR	16	17	4	2	0	0	1.5	0	0	354.6	22.2	2695	7.6
07.06.09 15:13:15	80.93.116.194	MATUKR	16	17	4	2	0	0	1.5	0	0	354.6	22.2	2695	7.6
07.06.09 15:13:34	80.93.116.194	LAK	16	17	4	2	0	0	1.5	0	0	553	34.6	4203	7.6
07.06.09 15:15:33	80.93.116.194	SKY	8.9	11.1	3	1	0	0	1	0	0	417.5	46.9	3173	7.6
07.06.09 15:15:51	80.93.116.194	MATUKR	8.9	11.1	3	1	0	0	1	0	0	218.14	24.5	1658	7.6
07.06.09 15:18:32	80.93.116.194	LAK	5.4	8.4	3	0	4	0	1	0	0	258	47.8	1961	7.6
07.06.09 15:18:43	80.93.116.194	MATUKR	5.4	8.4	3	0	4	0	1	0	0	191.04	35.4	1452	7.6
08.06.09 11:28:18	80.93.116.248	LAK	7	7	4	1		0	7	0	0	304	43.4	2310	7.6
09.06.09 17:57:22	194.79.21.142	SKY	17	18	4	0	10	0	0	0	1	960.25	56.5	7298	7.6
09.06.09 17:57:52	194.79.21.142	LAK	17	18	4	0	10	0	0	0	1	764.75	45	5812	7.6
09.06.09 17:58:03	194.79.21.142	PEARL	17	18	4	0	10	0	0	0	1	921.15	54.2	7001	7.6
09.06.09 22:45:00	85.238.111.60	LAK	20	18	4	1		0	0	0	0	648	32.4	4925	7.6
10.06.09 00:39:06	95.135.54.54	LAK	18	18	4	0		0	0	0	0	590	32.8	4484	7.6
10.06.09 00:39:28	95.135.54.54	LAK	18	18	4	0		0	0	0	0	590	32.8	4484	7.6
10.06.09 21:42:00	94.179.15.37	LAK	15	10	4	1	0	1	0	1	0	497.5	33.2	3781	7.6
10.06.09 21:42:09	94.179.15.37	LAK	15	10	4	1	0	1	0	1	1	549.25	36.6	4174	7.6
10.06.09 21:44:57	94.179.15.37	LAK	15	3	4	1	0	1	0	0	0	413	27.5	3139	7.6
10.06.09 21:45:08	94.179.15.37	LAK	15	3	4	1	0	1	0	1	0	447.5	29.8	3401	7.6
13.06.09 06:06:42	93.178.204.195	SKY	20	30	6	0	4	0	0	0	0	910	45.5	6916	7.6
15.06.09 19:07:49	80.93.116.194	LAK	15.5	17	6	1	6	0	0	0	0	559.5	36.1	4252	7.6
15.06.09 19:08:53	80.93.116.194	LAK	11	13,4	6	1	6	0	0	0	0	441	40.1	3352	7.6
15.06.09 19:09:09	80.93.116.194	LAK	11	13,4	6	1	6	0	0	0	1	478.95	43.5	3640	7.6
16.06.09 11:53:21	193.109.128.36	LAK	18	11	6	1		0	0	0	0	527	29.3	4005	7.6
16.06.09 11:53:53	193.109.128.36	SKY	18	11	6	1		0	0	0	0	707	39.3	5373	7.6
16.06.09 11:54:11	193.109.128.36	PEARL	18	11	6	1		0	0	0	0	671	37.3	5100	7.6
16.06.09 11:54:38	193.109.128.36	LAK	18	11	6	1		0	0	0	0	527	29.3	4005	7.6
16.06.09 11:54:58	193.109.128.36	SKY	18	11	6	1		0	0	0	0	707	39.3	5373	7.6
21.06.09 19:47:47	93.72.202.10	MATUKR	80	40	16	4		0	0	0	0	1352	16.9	10275	7.6
24.06.09 16:00:59	93.180.197.202	MATUKR	12	16	4	1		0	0	0	0	283	23.6	2151	7.6
24.06.09 16:03:25	93.180.197.202	LAK	12	16	4	1		0	0	0	0	409	34.1	3108	7.6
26.06.09 10:52:54	194.50.254.37	MATUKR	12	14	4	1	0	0	0	1	0	283	23.6	2151	7.6
27.06.09 02:49:09	77.123.235.51	LAK	20	18	4	1		0	0	1	0	654	32.7	4970	7.6
