02.12.08 17:30:28	78.111.182.180	MAT200	4	1.6	6.4	11.2	0	0.5	0	0	1469	230
09.12.08 11:47:27	194.79.21.148	SAT150	2.6	4	10.4	13.2	2	0	1	0	2164	208
11.12.08 13:22:28	89.252.57.70	LAK130	4	5	20	18	4	0	0	0	4301	215
13.12.08 10:21:52	78.111.186.229	LAK130	3.98	3.1	12.338	14.16	1	0	0	0	2767	224
14.12.08 21:00:50	93.180.219.191	SAT150	2	3	6	10	0	0	0	0	1609	268
14.12.08 21:02:03	93.180.219.191	SAT150	2	3	6	10	0	0	0	0	1609	268
14.12.08 21:03:16	93.180.219.191	SAT150	2	3	6	10	0	0	0	0	1609	268
14.12.08 21:04:14	93.180.219.191	SAT150	2	3	6	10	0	0	0	0	1609	268
19.12.08 09:13:07	77.239.183.233	SAT150	4	4	16	16	0	0	0	0	3432	215
19.12.08 09:13:25	77.239.183.233	LAK130	4	4	16	16	0	0	0	0	4075	255
26.12.08 15:51:03	92.112.86.128	LAK130	1	1	1	4	0	0	0	0	448	448
29.12.08 15:05:06	92.112.67.63	LAK130	5	2	10	14	0	0	0	0	2693	269
29.12.08 15:24:37	194.79.21.144	LAK130	4	4.5	18	17	0	0	0	0	4276	238
29.12.08 15:25:00	194.79.21.144	LAK130	4.5	4	18	17	0	0	0	0	4678	260
29.12.08 15:25:22	194.79.21.144	LAK130	4	4.5	18	17	0	0	0	0	4276	238
31.12.08 20:19:51	194.1.193.6	LAK130	5	3.3	16.5	16.6	6	0	0	0	4575	277
