01.08.10 12:25:14	178.93.28.52	3	15	15	4	1	6	1	5	15	1	0	556	37.1	4398	7.91
01.08.10 21:10:35	194.79.21.150	3	18	17	4	1		1	0	17	0	0	498	27.7	3939	7.91
02.08.10 14:19:08	178.92.206.248	3	16.8	16.38	4	0		0	0	16.38	0	0	454.28	27	3593	7.91
02.08.10 16:12:03	194.79.21.142	8	7.5	20.6	4	1		0	0	20.6	0	0	639.1	85.2	5055	7.91
05.08.10 17:57:40	178.94.95.31	1	17	6.44	4	0	6	0	0	6.44	0	0	389.74	22.9	3083	7.91
05.08.10 17:58:10	178.94.95.31	1	15	5	4	0	6	0	0	5	0	0	347.5	23.2	2749	7.91
09.08.10 14:51:10	95.215.36.99	2	17	16	4	1	8	1	5	16	0	0	507	29.8	4010	7.91
09.08.10 14:51:30	95.215.36.99	0	17	16	4	1	8	1	5	16	0	0	490	28.8	3876	7.91
09.08.10 14:51:39	95.215.36.99	5	17	16	4	1	8	1	5	16	0	0	762	44.8	6027	7.91
09.08.10 14:51:47	95.215.36.99	1	17	16	4	1	8	1	5	16	0	0	507	29.8	4010	7.91
09.08.10 14:52:23	95.215.36.99	5	1.5	4	4	0		0	2	4	0	0	105	70	831	7.91
10.08.10 09:33:24	88.81.230.46	0	42	32	4	1		0	0	32	0	0	808	19.2	6391	7.91
10.08.10 12:39:26	194.79.22.142	3	12	12	4	1		0	0	12	0	0	340	28.3	2689	7.91
17.08.10 16:19:30	62.244.27.74	3	8	15	8	0	3	0	8	15	1	0	384	48	3037	7.91
17.08.10 16:22:12	62.244.27.74	3	8	15	8	0	3	0	8	15	1	0	384	48	3037	7.91
18.08.10 12:52:22	178.94.75.94	3	18	18	4	0		0	0	18	0	0	524	29.1	4145	7.91
18.08.10 17:17:39	194.79.21.146	0	12	14	4	1	0	0	0	14	0	0	280	23.3	2215	7.91
18.08.10 17:18:16	194.79.21.146	6	12	14	4	1	0	0	0	14	0	0	532	44.3	4208	7.91
21.08.10 18:38:31	77.121.0.27	7	9	16	10	1		0	0	16	0	1	469	52.1	3710	7.91
22.08.10 14:49:18	194.79.21.142	1	16.44	16/44	4	1		0	0	16/44	0	0	370.6	22.5	2931	7.91
24.08.10 23:27:53	194.79.21.153	3	12	16	4	0	0	0	0	16	0	0	356	29.7	2816	7.91
25.08.10 16:20:42	81.30.162.38	8	20	4	4	1	4	1	5	4	1	1	1460	73	11549	7.91
28.08.10 11:12:56	178.93.64.175	3	16.5	17	4	1	0	0	0	17	1	0	494	29.9	3908	7.91
28.08.10 11:13:06	178.93.64.175	0	16.5	17	4	1	0	0	0	17	1	0	395	23.9	3124	7.91
28.08.10 11:13:22	178.93.64.175	8	16.5	17	4	1	0	0	0	17	1	0	1236.5	74.9	9781	7.91
28.08.10 11:13:28	178.93.64.175	3	16.5	17	4	1	0	0	0	17	1	0	494	29.9	3908	7.91
28.08.10 11:13:35	178.93.64.175	2	16.5	17	4	1	0	0	0	17	1	0	411.5	24.9	3255	7.91
30.08.10 10:20:55	95.111.221.124	3	20	17	4	1		0	0	17	1	0	564	28.2	4461	7.91
