02.11.09 20:42:17	91.206.110.1	MATUKR	18	18	4	1	10	0	0	0	0	473	26.3	3784	8
02.11.09 20:42:53	91.206.110.1	LAK	18	18	4	1	10	0	0	0	0	662	36.8	5561	8.4
02.11.09 20:46:37	91.206.110.1	LAK	18	18	4	1	18	0	0	1	0	783.4	43.5	6581	8.4
06.11.09 13:59:43	94.246.126.177	PEARL	15	5	4	1		0	0	1	1	649.25	43.3	5454	8.4
06.11.09 14:00:24	94.246.126.177	SKY	15	5	4	1		0	0	1	1	686.75	45.8	5769	8.4
07.11.09 00:33:33	91.206.110.36	SATIN	10	12	10	1	2	0	0	0	0	373	37.3	3133	8.4
07.11.09 00:33:54	91.206.110.36	METAL	10	12	10	1	2	0	0	0	0	463	46.3	3889	8.4
07.11.09 00:34:04	91.206.110.36	SKY	10	12	10	1	2	0	0	0	0	483	48.3	4057	8.4
07.11.09 00:34:11	91.206.110.36	SUEDE	10	12	10	1	2	0	0	0	0	483	48.3	4057	8.4
07.11.09 00:34:18	91.206.110.36	MAT200	10	12	10	1	2	0	0	0	0	353	35.3	2965	8.4
07.11.09 00:34:48	91.206.110.36	LAK	10	12	10	1	2	0	0	1	0	406	40.6	3410	8.4
07.11.09 22:15:31	77.52.32.181	METAL	8	10	4	0		0	0	0	0	328	41	2755	8.4
08.11.09 18:12:23	95.135.93.33	LAK	45	24	4	2	2	0	0	0	0	1241	27.6	10424	8.4
09.11.09 12:13:02	94.179.26.112	SKY	20	19	6	0		0	0	1	0	876	43.8	7358	8.4
09.11.09 12:18:54	94.179.26.112	MATUKR	20	20	6	0		0	0	1	0	425	21.3	3400	8
09.11.09 12:19:24	94.179.26.112	MAT200	20	20	6	0		0	0	1	0	590	29.5	4956	8.4
09.11.09 12:19:39	94.179.26.112	SATIN	20	20	6	0		0	0	1	0	634	31.7	5326	8.4
09.11.09 12:19:57	94.179.26.112	MAT150	20	20	6	0		0	0	1	0	546	27.3	4586	8.4
09.11.09 12:34:04	94.179.26.112	MAT150	20	20	6	0		0	3	1	0	570	28.5	4788	8.4
09.11.09 13:56:38	95.135.84.102	LAK	10	14	4	1		0	0	0	0	376	37.6	3158	8.4
09.11.09 20:05:17	91.206.110.1	LAK	2,55	6,4	4	0		0	0	0	0	111	55.5	932	8.4
12.11.09 10:37:54	95.135.23.56	MATUKR	10	20,8	4	0		0	0	0	0	265	26.5	2120	8
