09.10.08 19:38:33	82.207.23.44	LAK130	4	2,6	8	12	0	0	0	0	1424	178
09.10.08 21:49:48	82.207.35.119	LAK180	2.25	3.15	7.0875	10.8	1	0	0	0	1795	253
09.10.08 21:50:25	82.207.35.119	LAK130	2.25	3.15	7.0875	10.8	1	0	0	0	1450	205
09.10.08 21:53:16	82.207.35.119	SAT150	2.25	3.15	7.0875	10.8	1	0	0	0	1244	176
09.10.08 21:54:37	82.207.35.119	MET	2.25	3.15	7.0875	10.8	1	0	0	0	2220	313
09.10.08 21:56:05	82.207.35.119	MAT200C	2.25	3.15	7.0875	10.8	1	0	0	0	1693	239
09.10.08 21:59:00	82.207.35.119	LAK130	2.25	3.15	7.0875	10.8	1	0	0	0	1450	205
09.10.08 22:00:30	82.207.35.119	LAK180	2.25	3.15	7.0875	10.8	1	0	0	0	1795	253
09.10.08 22:01:01	82.207.35.119	LAK180	2.25	3.15	7.0875	10.8	2	0	0	0	1845	260
09.10.08 22:01:44	82.207.35.119	LAK180	2.25	3.15	7.0875	10.8	2	0	1	1	1998	282
10.10.08 04:20:29	82.207.7.179	MAT200	6	4	24	20	1	0	0	0	3320	138
10.10.08 04:22:20	82.207.7.179	MAT200	6	4	24	20	0	0	0	0	3270	136
10.10.08 04:22:40	82.207.7.179	SAT150	6	4	24	20	0	0	0	0	2910	121
10.10.08 04:22:57	82.207.7.179	SAT150	6	4	24	20	0	0	0	0	2910	121
11.10.08 20:04:56	195.66.138.18	LAK180	3	3	9	12	5	0	0	0	2105	234
24.10.08 08:23:22	77.127.188.63	LAK180	6.5	3.5	22.75	20	2	0	0	0	4178	184
24.10.08 08:24:01	77.127.188.63	MET	6.	3	18	18	2	0	0	0	4400	244
24.10.08 08:24:10	77.127.188.63	SAT200	6.	3	18	18	2	0	0	0	2606	145
24.10.08 08:24:17	77.127.188.63	MAT200	6.	3	18	18	2	0	0	0	2745	153
28.10.08 18:03:54	194.50.254.22	SAT150	7	6	42	26	0	0	1	0	5534	132
30.10.08 15:55:43	80.93.116.194	SAT200	3	2	6	10	0	0	0	0	1188	198
30.10.08 15:56:11	80.93.116.194	SAT150	3	2	6	10	0	0	0	0	1007	168
31.10.08 15:10:32	85.90.197.37	LAK130	3.5	3	10.5	13	0	4	0	0	2275	217
31.10.08 15:14:25	85.90.197.37	LAK180	3.5	3.7	12.95	14.4	0	4	0	0	2716	210
31.10.08 15:14:26	85.90.197.37	LAK180	3.5	3.7	12.95	14.4	0	4	0	0	2716	210
